doc,word,count
24,状態,2
24,竜巻,3
24,局地,2
24,発生,2
24,甲信,2
24,都心,1
24,晴天,1
24,栃木,1
24,梅雨入り,1
24,埼玉,1
25,省,2
25,ワールドカップ,1
25,勝敗,1
25,パンダ,1
25,ブラジル,4
25,Ｗ杯,1
25,１,4
25,０,2
25,３,1
25,２,3
25,ジャイアントパンダ,1
25,８,1
25,南アフリカ,1
25,的中,1
25,戦,1
25,横,1
25,大会,2
25,箱,1
25,開幕,1
25,中国,1
25,ロイター,1
25,人気,1
25,サッカー,1
25,イベント,1
25,タコ,1
25,試合,2
25,江蘇,2
25,揚,2
25,州,2
25,国旗,1
25,日,2
25,予想,2
25,者,1
25,結果,1
25,クロアチア,1
25,年,1
25,勝利,1
25,対,2
26,ブラジル,5
26,ジオラマ,1
26,タイガー,1
26,会,1
26,優勝,1
26,原画,1
26,さん,5
26,決勝,1
26,等身,2
26,バルセロナ,1
26,方,1
26,クラブ,1
26,区,1
26,本田,1
26,フィギュア,2
26,コンディション,1
26,上野,1
26,数々,1
26,チーム,1
26,日,3
26,キャラクター,1
26,ポジション,1
26,日向,1
26,的,1
26,高橋,5
26,パス,1
26,ともだち,2
26,パネル,1
26,オープニングセレモニー,1
26,君,1
26,巨大,1
26,台東,1
26,圭,1
26,エース,1
26,今朝,1
26,同日,1
26,大空,2
26,主人公,2
26,ボール,2
26,スペイン,1
26,葛,1
26,発進,1
26,佑,1
26,エール,1
26,都,1
26,特集,1
26,企画,1
26,シーン,2
26,対,1
26,分析,1
26,今回,1
26,市,1
26,説明,1
26,月,1
26,作者,1
26,スー,1
26,苦戦,1
26,最初,1
26,選手,4
26,戦,1
26,舞台,1
26,小次郎,1
26,白星,1
26,展示,2
26,陽一,1
26,壁,1
26,日本,3
26,ショット,1
26,サッカー,2
26,ゴール,1
26,開催,4
26,香川,1
26,作,2
26,ユニホーム,1
26,真司,1
26,予想,1
26,もの,1
26,国,1
26,活躍,2
26,美術館,1
26,ワールドカップ,3
26,代表,3
26,登場,2
26,世界,1
26,キャプテン,3
26,写真,1
26,理由,1
26,大会,1
26,イラスト,1
26,開幕,2
26,人気,2
26,東京,1
26,得点,1
26,展,3
26,南,1
26,作品,1
26,杯,1
26,森,1
26,クロアチア,1
26,マンガ,1
26,翼,9
27,宮城野,1
27,市,1
27,者,4
27,ほた,2
27,視野,1
27,入院,1
27,死亡,2
27,皮下,1
27,午前,1
27,娘,1
27,際,1
27,の,1
27,相手,2
27,致死,1
27,出血,1
27,頬,1
27,ちゃん,3
27,課,3
27,長女,1
27,疑い,1
27,仕事,1
27,先,1
27,仙台,2
27,区,1
27,県警,1
27,建設,1
27,時,1
27,宮城,1
27,苦竹,1
27,女児,2
27,暴行,1
27,こと,1
27,傷害,2
27,午後,1
27,自宅,1
27,母親,1
27,逮捕,2
27,員,1
27,口,2
27,日,5
27,西塚,1
27,時の間,1
27,両手,1
27,西道,2
27,捜査,2
27,病院,1
27,東,1
27,歳,1
27,署,1
27,交際,2
27,容疑,8
27,和也,1
27,作業,1
27,けが,1
28,守備,1
28,栄,1
28,三塁手,2
28,外野,2
28,２,8
28,６,5
28,プロ,1
28,投手,7
28,丸,1
28,セ,2
28,広島,12
28,最終,1
28,一塁,2
28,トップ,4
28,慎,1
28,宏,1
28,チーム,1
28,人,2
28,日,4
28,結果,1
28,得票,1
28,今宮,1
28,堂林,1
28,投票,1
28,糸井,2
28,大谷,3
28,発表,4
28,万,6
28,オリックス,3
28,１,8
28,５,2
28,竜司,1
28,９,2
28,大瀬,2
28,阪神,1
28,一岡,2
28,楽天,1
28,ファン,2
28,日本ハム,4
28,岸,2
28,菊池,1
28,允,1
28,手,4
28,位置,1
28,位,1
28,セ・リーグ,2
28,西武,3
28,剛,1
28,浅村,1
28,浩,2
28,良,2
28,平,1
28,基,1
28,涼介,1
28,巨人,1
28,嶋,1
28,パ・リーグ,2
28,福,1
28,０,4
28,中村,1
28,４,7
28,斗,1
28,阿部,1
28,８,3
28,後押し,1
28,選手,2
28,宣,1
28,戦,1
28,助,1
28,ヤクルト,1
28,抑え,2
28,部門,1
28,日曜日,1
28,パ,1
28,翔太,1
28,鳥谷,1
28,票,6
28,敬,1
28,中田,1
28,大地,1
28,接戦,1
28,３,3
28,前田,1
28,７,5
28,土,1
28,低迷,1
28,先発,3
28,別,1
28,二塁手,2
28,中,1
28,交流,1
28,ソフトバンク,4
28,遊撃手,2
28,健太,1
28,松田,1
28,翔,2
28,中間,3
28,中継,2
28,陽,1
28,野球,1
28,嘉男,1
28,森,1
28,佳,1
28,捕手,2
28,連敗,1
29,受け皿,1
29,実施,1
29,キャッチ,1
29,ジワジワ,1
29,カバー,1
29,体制,1
29,．,3
29,２,9
29,増,4
29,６,5
29,最多,1
29,発売,2
29,眞,1
29,消費,2
29,各社,1
29,缶,2
29,ターゲット,1
29,社,1
29,８月,1
29,トップ,2
29,食事,1
29,検討,1
29,状況,1
29,代,3
29,日,2
29,層,1
29,シェア,3
29,主力,1
29,入り,1
29,ポジション,1
29,若者,1
29,常務,2
29,年,5
29,けん引,4
29,系,3
29,４,11
29,減少,1
29,需要,3
29,％,8
29,的,3
29,万,6
29,好調,1
29,二,1
29,入り口,1
29,１,16
29,商品,12
29,５,6
29,コラボレーション,1
29,９,6
29,価格,1
29,従来,1
29,カテゴリー,3
29,傾向,1
29,ジャンル,1
29,成功,1
29,律子,1
29,氷結,2
29,男性,2
29,スト,4
29,スタート,1
29,位,1
29,前年,3
29,今夏,1
29,支持,1
29,設備,1
29,ため,1
29,実現,2
29,来夏,1
29,適用,1
29,構え,1
29,ユーザー,1
29,アルコール,9
29,品目,2
29,強気,1
29,味,1
29,過去,1
29,広報,1
29,大手,1
29,比,2
29,度数,5
29,９月,1
29,億,2
29,縮小,1
29,水準,1
29,期間,1
29,対極,1
29,０,16
29,基幹,1
29,投入,2
29,８,5
29,期待,2
29,ブランド,2
29,山田,2
29,増産,1
29,酒類,2
29,本,1
29,増強,1
29,計画,1
29,キリン,3
29,ほろ,1
29,有力,1
29,換算,1
29,成長,4
29,拡大,7
29,販売,3
29,初年度,1
29,こと,4
29,分野,1
29,類,2
29,サッポロビール,1
29,以上,1
29,限定,1
29,コピー,1
29,の,1
29,割,1
29,酒税,1
29,者,2
29,中心,1
29,登場,1
29,夏,1
29,様々,1
29,３,8
29,７,2
29,開発,1
29,数量,1
29,期,1
29,重要,1
29,末,1
29,ミリリットル,1
29,中,1
29,多面,1
29,市場,14
29,漸減,1
29,アサヒビール,1
29,強,1
29,ロイター,1
29,生産,1
29,東京,1
29,幅,1
29,前面,1
29,飲料,2
29,分析,1
29,積極,2
29,焼酎,1
29,さ,1
29,ハイボール,2
29,他,1
29,異例,1
29,ゼロ,2
29,キリンビール,1
29,ビール,9
29,マイナス,1
29,ニーズ,1
29,ロング,4
29,辛口,1
29,強化,2
29,会社,2
29,サントリー,4
29,グループ,1
29,５月,2
29,ケース,7
29,ほか,3
29,清水,1
29,一体化,1
30,北海道,1
30,自然,1
30,流れ,1
30,昨年,1
30,体温,4
30,湿度,1
30,日陰,1
30,大切,1
30,時期,1
30,無理,1
30,身,1
30,熱,5
30,外出,2
30,町,1
30,大事,1
30,人間,1
30,扇風機,1
30,蒸発,2
30,不足,1
30,策,1
30,車内,2
30,悪化,1
30,室内,2
30,死亡,1
30,水蒸気,1
30,異常,1
30,多く,1
30,体調,1
30,運転,2
30,料理,1
30,気化,1
30,救急,1
30,気,1
30,首,1
30,高温,1
30,梅雨,3
30,増加,1
30,室温,1
30,めまい,1
30,多湿,1
30,主,1
30,道内,1
30,状態,1
30,男性,1
30,換気,1
30,営業,1
30,記録,2
30,最近,1
30,汗,4
30,タイ,1
30,ため,2
30,雨,1
30,着用,1
30,湯,1
30,補給,1
30,日傘,2
30,シーン,1
30,熱中,8
30,エアコン,2
30,猛暑,1
30,設置,1
30,折りたたみ,1
30,月,1
30,例,1
30,皮膚,1
30,最高,1
30,症状,3
30,日光,1
30,帽子,2
30,用,1
30,後ろ,1
30,けいれん,1
30,意識,2
30,時,4
30,症,8
30,こと,5
30,異変,1
30,処置,1
30,有効,1
30,血管,3
30,障害,1
30,もの,1
30,危険,2
30,の,4
30,血液,2
30,とき,9
30,大量,1
30,火,1
30,マン,1
30,者,1
30,鞄,1
30,ビジネス,1
30,必要,1
30,夏,1
30,ところ,1
30,真夏,1
30,水分,2
30,音更,1
30,対処,1
30,温度,2
30,重要,1
30,事故,1
30,度,1
30,予防,1
30,気温,2
30,医療,1
30,脳,1
30,注意,1
30,節電,1
30,人,4
30,調節,1
30,炎天下,1
30,放出,2
30,さまざま,1
30,データ,1
30,車,2
30,体,4
30,さ,4
30,直射,1
30,よう,2
30,場所,1
30,移動,1
30,高齢,1
30,自力,1
30,受診,1
30,早め,2
30,初旬,1
30,機関,1
30,たくさん,1
